,Port Number,Description
13340,,Easy Books App data sync helper for Mac OS X and iOS
13341,,ebXML Messaging
13342,,Northrup Grumman/Mission Systems/ESL Data Flow Protocol
13343,,ebXML Registry
13344,,Net Monitor Anti-Piracy Service
13345,,LaCie Ethernet Disk Configuration Protocol
13346,,Provides resolution of EDS services available on a given network
13347,,EEG System Discovery across local and wide area networks
13348,,EFKON Lightweight Interface to Traffic Events
13349,,Egistix Auto-Discovery
13350,,Interactive Room Software Infrastructure (Event Sharing)
13351,,DataEnvoy
13352,,Enphase Energy Envoy
13353,,Endpoint Protocol (EP) for use in Home Automation systems
13354,,Extensis Server Protocol
13355,,Eucalyptus Discovery
13356,,Now Up-to-Date
13357,,EvP - Generic EVENT protocol
13358,,EVS Notification Center Protocol
13359,,Synchronization Protocol for Ilium Software's eWallet
13360,,Example Service Type
13361,,Exbiblio Cascading Service Protocol
13362,,Extensis Serial Number
13363,,EyeTV Sharing
13364,,FaceSpan
13365,,FAXstf
13366,,NetNewsWire 2.0
13367,,proprietary
13368,,Firetask task sharing and synchronization protocol
13369,,Fish
13370,,Financial Information Exchange (FIX) Protocol
13371,,Fjork
13372,,FilmLight Cluster Power Control Service
13373,,Flight Data Monitoring Protocol
13374,,Flight Data Monitoring Protocol
13375,,FLIR Infrared Camera
13376,,FileMaker Server Administration Communication Service
13377,,FontAgent Pro
13378,,FoxTrot Search Server Discovery Service
13379,,FoxTrot Professional Search Discovery Service
13380,,FrameForge License
13381,,FreeHand MusicPad Pro Interface Protocol
13382,,Frog Navigation Systems
13383,,Crocodile FTP Server
13384,,Fairview Certificate
13385,,Fairview Key
13386,,Fairview Time/Date
13387,,Entrackment Client Service
13388,,gif collection browsing
13389,,G-Force Control via SoundSpectrum's SSMP TCP Protocol
13390,,GlassPad Data Exchange Protocol
13391,,GlassPadServer Data Exchange Protocol
13392,,OpenGL Driver Monitor
13393,,Service related to Google Expeditions which is a technology for enabling multi-participant virtual fieldtrip experiences over a local wireless network. See http://g.co/expeditions for more details
13394,,Service related to Google Expeditions which is a technology for enabling multi-participant virtual fieldtrip experiences over a local wireless network. See http://g.co/expeditions for more details
13395,,Service related to Google Cast which is a technology for enabling multi-screen experiences. See developers.google.com/cast for more details
13396,,For iOS Application named GoOrStop
13397,,GoPro proprietary protocol to wake devices
13398,,GoPro proprietary protocol for devices
13399,,Network name Got It!
13400,,Grid Plug and Play
13401,,Roxio ToastAnywhere(tm) Recorder Sharing
13402,,Groovesquid Democratic Music Control Protocol
13403,,Growl
13404,,General Satellite set-top box remote control
13405,,Image Data Transfer API for Wi-Fi Camera Devices over HTTP
13406,,Special service type for resolving by GUID (Globally Unique Identifier)
13407,,"H.323 Real-time audio, video and data communication call setup protocol"
13408,,HbbTV Application Information Table
13409,,HELP command
13410,,Mercurial web-based repository access
13411,,HINZMobil Synchronization protocol
13412,,Home Media Control Protocol
13413,,iTunes Home Sharing
13414,,iDo Technology Home Automation Protocol
13415,,Home Connect Protocol
13416,,Honeywell Video Systems
13417,,Hotwayd
13418,,Howdy messaging and notification protocol
13419,,The service provides information about connected HP devices
13420,,HP Remote Build System for Linux-based Systems
13421,,HP Remote Build System for Microsoft Windows Systems
13422,,Identifies systems that house databases for the Remote Build System and Remote Test System
13423,,HP Remote Repository for Build and Test Results
13424,,HP Remote System that houses compilers and tools for Linux-based Systems
13425,,HP Remote System that houses compilers and tools for Microsoft Windows Systems
13426,,HP Remote Test System for Linux-based Systems
13427,,HP Remote Test System for Microsoft Windows Systems
13428,,Hobbyist Software Off Discovery
13429,,Home Tv Streaming Protocol
13430,,HTTP over SSL/TLS
13431,,HomeTouch Vnc Configuration
13432,,Atempo HyperStream deduplication server
13433,,BBN IAD
13434,,BBN IAD
13435,,BBN IAD
13436,,Braemar Inventory audit
13437,,iBiz Server
13438,,Image Capture Networking
13439,,Northrup Grumman/TASC/ICAN Protocol
13440,,iChalk
13441,,iChat 1.0
13442,,iConquer
13443,,A Remote Control Application service used to control Computers on a Local Area Network
13444,,Generic Data Acquisition and Control Protocol
13445,,Intermec Device Configuration Web Services
13446,,IDEAQUEST Safety Monitoring System
13447,,SplashID Synchronization Service
13448,,iFFL Bonjour service for communication between client and server applications.
13449,,Published iFolder
13450,,Idle Hands iHouse Protocol
13451,,Instant Interactive Drills
13452,,Instant Interactive Konane
13453,,iLynX
13454,,Instant Messaging
13455,,Instant Messaging
13456,,ImagesCal App Data Sharing
13457,,iMidi
13458,,Protocol synchronizing Image data
13459,,Noise Inspector
13460,,Indigo Security Digital Video Recorders
13461,,InfBoard interactive whiteboard protocol
13462,,Service for a Communications App
13463,,Inova Solutions OnTrack Display Protocol
13464,,Internet-of-things (IoT) JSON telegram service
13465,,iotaMed medical records server
13466,,IP Broadcaster
13467,,IP Speaker Control Protocol
13468,,HVAC SMIL Server
13469,,iRelay application discovery service
13470,,Intego Remote Management Console
13471,,iRobot Monitor and Control Service
13472,,iRobot Monitor and Control Service
13473,,Iroid Data Service Discovery
13474,,iClip clipboard transfer
13475,,Image Resizer Toolbox preview sharing service
13476,,iSparx
13477,,iSpQ VideoChat
13478,,iShare
13479,,iSticky
13480,,iStorm
13481,,iSynchronize data synchronization protocol
13482,,iTap Publishing Service
13483,,IT-IS International Ltd. Device
13484,,iTunes Socket Remote Control
13485,,Inter VTS Exchange Format
13486,,iWork Server
13487,,Northrup Grumman/TASC/JCAN Protocol
13488,,Jedit X
13489,,Jini Service Discovery
13490,,JSON Mail Access Protocol
13491,,jollys keychain cloud sync protocol
13492,,Proprietary
13493,,Jukebox Request Service
13494,,Music sharing protocol
13495,,KeynoteAccess is used for sending remote requests/responses when controlling a slideshow with Keynote Remote
13496,,KeynotePairing is used to pair Keynote Remote with Keynote
13497,,Topology Discovery
13498,,Kabira Transaction Platform
13499,,IMP Logical Address Maintenance
13500,,Labyrinth local multiplayer protocol
13501,,Lan2P Peer-to-Peer Network Protocol
13502,,Gawker
13503,,Lua Embedded Application Framework
13504,,Lexicon Vocabulary Sharing
13505,,Liaison
13506,,Delicious Library 2 Collection Data Sharing Protocol
13507,,Protocol for setup and control of Libratone products
13508,,LI-COR Biosciences instrument discovery
13509,,RFID reader Low Level Reader Protocol over SSL/TLS
13510,,Gobby
13511,,Logic Pro Distributed Audio
13512,,Echelon LonBridge Server
13513,,LonTalk over IP (ANSI 852)
13514,,Echelon LNS Remote Client
13515,,Linksys One Application Server API
13516,,Linksys One Camera API
13517,,LinkSys EZ Configuration
13518,,"LinkSys Operations, Administration, Management, and Provisioning"
13519,,A protocol to remotely control DMX512 devices over the network
13520,,Lumis Cache Appliance Protocol
13521,,Lux Solis Data Transport Protocol
13522,,LXI
13523,,iPod Lyrics Service
13524,,Moritz30-Project Standard protocol 1 Plain Text
13525,,Moritz30-Project Standard protocol 1 Plain Text
13526,,MacFOH
13527,,MacFOH admin services
13528,,MacFOH audio stream
13529,,MacFOH show control events
13530,,MacFOH realtime data
13531,,MacFOH database
13532,,MacFOH Remote
13533,,Mac Minder
13534,,Maestro Music Sharing Service
13535,,Magic Dice Game Protocol
13536,,Mandos Password Server
13537,,Pravala Mobility and Aggregation Service
13538,,Pravala Mobility and Aggregation Service
13539,,MATRIX Remote AV Switching
13540,,MAVLink Micro Air Vehicle Communication Protocol
13541,,Peer to peer communication between instances of the Maze Pseudo game.
13542,,MediaBroker++ Consumer
13543,,MediaBroker++ Producer
13544,,MediaBroker++ Server
13545,,ClairMail Connect
13546,,MediaCentral
13547,,MediaBoardONE Asset and Information Manager data sharing and synchronization protocol
13548,,Mediatap streaming protocol
13549,,Mercury Dock Assistant
13550,,Mes Amis
13551,,Mental Ray for Maya
13552,,Miele@home Protocol
13553,,"A Medical Interoperability Service Type, used to identify medical devices providing network interfaces."
13554,,"Provides a client with access to the Mathematical Mesh, a 
      user-focused PKI."
13555,,A Remote Control Application service used to control Computers on a Local Area Network
13556,,A Remote Control Application service used to control Computers on a Local Area Network
13557,,modo LAN Services
13558,,Authentication service for Mogeneti Software Applications
13559,,SplashMoney Synchronization Service
13560,,MoneyWorks Gold and MoneyWorks Datacentre network service
13561,,Bonjour Mood Ring tutorial program
13562,,Mother script server protocol
13563,,MovieSlate digital clapperboard
13564,,MP3 Sushi
13565,,IBM MQ Telemetry Transport Broker
13566,,Martian SlingShot
13567,,MSRP protocol over TLS
13568,,Mumble VoIP communication protocol
13569,,Protocol for a distributed music playing service
13570,,MySync Protocol
13571,,MenuTunes Sharing
13572,,Maxim Integrated Products Automated Roadtest Mk II
13573,,Maxim Integrated Products In-circuit Emulator
13574,,MatrixStore
13575,,Proprietary communication protocol for NAS Monitor
13576,,Proprietary communication protocol for NAS Monitor
13577,,This DNS-SD service is used by mobile clients to locate the Nasuni Filer (a storage product) for a given company.
13578,,Network Clipboard Broadcasts
13579,,Network Clipboard Direct Transfers
13580,,The issuer service in the n-Count electronic value transfer system
13581,,Network Clipboard Sync Server
13582,,Nedap AEOS processing unit
13583,,NeoRiders Client Discovery Protocol
13584,,UpdateLogic NetReady Device Identification
13585,,NetRestore
13586,,AD Group NetVu Connected Video
13587,,Proprietary communication protocol for NextCap capture solution
13588,,Proprietary communication protocol for NextCap capture solution
13589,,National Instruments Network Device
13590,,National Instruments Real-Time Target
13591,,National Instruments System API Service
13592,,Lightweight event based control protocol utilising JavaScript Object Notation
13593,,American Dynamics Intellex Archive Management Service
13594,,American Dynamics Intellex Enterprise Management Service
13595,,American Dynamics Intellex Video Service
13596,,Tenasys
13597,,Oak Device Services
13598,,Oak Device Services
13599,,Observations Framework
13600,,Means for clients to locate servers in an Objective (http://www.objective.com) instance.
13601,,"Insecure OCP.1 protocol, which is the insecure TCP/IP implementation of the Object Control Architecture"
13602,,"Insecure OCP.1 protocol, which is the insecure TCP/IP implementation of the Object Control Architecture"
13603,,"Secure OCP.1 protocol, which is the secure TCP/IP implementation of the Object Control Architecture"
13604,,"Secure OCP.1 protocol, which is the secure TCP/IP implementation of the Object Control Architecture"
13605,,Oce Common Exchange Protocol
13606,,OpenDirectory Master
13607,,OD4Contact
13608,,Optical Disk Sharing
13609,,OfficeTime Synchronization Protocol
13610,,OmniFocus setting configuration
13611,,OmniFocus document synchronization
13612,,Web Interface for the Open Lighting Architecture Software
13613,,One Laptop per Child activity
13614,,OMA BCAST Service Guide Discovery Service
13615,,Open Mobile Alliance (OMA) Device Management (DM) Bootstrap Server Discovery Service
13616,,OmniWeb
13617,,Service for remote control of Omnisphere virtual instrument
13618,,OpenBase SQL
13619,,Conferencing Protocol
13620,,oprofile server protocol
13621,,Open Sound Control Interface Transfer
13622,,ObjectVideo OV Ready Protocol
13623,,OWFS (1-wire file system) web server
13624,,Remote Parental Controls
13625,,PasswordWallet Data Synchronization Protocol
13626,,Mac OS X Podcast Producer Server
13627,,Peer-to-Peer Chat (Sample Java Bonjour application)
13628,,DataBOND p2p storage
13629,,Pair & Share data protocol
13630,,Panoply multimedia composite transfer protocol
13631,,Parabay P2P protocol
13632,,PA-R-I-Ty (Public Address - Radio - Intercom - Telefony)
13633,,PA-R-I-Ty (Public Address - Radio - Intercom - Telefony)
13634,,Horowitz Key Protocol (HKP)
13635,,PGP Keyserver using HTTP/1.1
13636,,PGP Keyserver using HTTPS
13637,,PGP Keyserver using LDAP
13638,,PGP Key submission using SMTP
13639,,Photo Parata Event Photography Software
13640,,Show Photos over TCP
13641,,Photosmith's iPad to Lightroom sync protocol
13642,,Pictua Intercommunication Protocol
13643,,pieSync Computer to Computer Synchronization
13644,,Pedestal Interface Unit by RPM-PSI
13645,,Public Key Infrastructure Repository Locator Service
13646,,Parallel OperatiOn and Control Heuristic (Pooch)
13647,,Protocol for communication between Podcast
13648,,"Communication channel for ""Poke Eye"" Elgato EyeTV remote controller"
13649,,PowerEasy ERP
13650,,PowerEasy Point of Sale
13651,,Piano Player Remote Control
13652,,Presence
13653,,Presence
13654,,Peer-to-peer messaging / Link-Local Messaging
13655,,Retrieve a description of a device's print capabilities
13656,,Printopia Server
13657,,Profile for Mac medical practice management software
13658,,Prolog
13659,,Protonet node and service discovery protocol
13660,,Progal Service Advertising Protocol
13661,,Physical Security Interoperability Alliance Protocol
13662,,File synchronization protocol for Pst Mail Sync
13663,,Secured file synchronization protocol for Pst Mail Sync
13664,,PTNetPro Service
13665,,Picture Transfer Protocol(PTP) Initiator
13666,,PTP Initiation Request Protocol
13667,,Protocol used for puzzle games
13668,,Experimental Physics and Industrial Control System
13669,,QBox Appliance Locator
13670,,QuickTime Transfer Protocol
13671,,Distributed Game Data
13672,,Quinn Game Server
13673,,"Broadcast of Qwizdom Presentation sessions for joining by a 
      client, such as Qwizdom Notes+."
13674,,Rakket Client Protocol
13675,,RadioTAG: Event tagging for radio services
13676,,RadioVIS: Visualisation for radio services
13677,,RadioEPG: Electronic Programme Guide for radio services
13678,,RadioPort Message Service
13679,,RadioPort Message Service
13680,,"Authentication, Accounting, and Dynamic Authorization via the RADIUS protocol. This service name is used to construct the SRV service label ""_radiusdtls"" for discovery of RADIUS/DTLS servers."
